agent_no,start_date,agent_state_code,duration
39555357,07/04/2024,1,1923
39555357,07/04/2024,2,57
39555357,07/04/2024,3,0
39555357,07/04/2024,54,78
39555357,07/04/2024,55,1668
39555357,07/04/2024,56,44
39555357,07/04/2024,78,113
39555357,07/04/2024,154,8555
39555360,07/04/2024,-4,0
39555360,07/04/2024,0,5162
39555360,07/04/2024,1,3841
39555360,07/04/2024,2,811
39555360,07/04/2024,3,269
39555360,07/04/2024,51,1710
39555360,07/04/2024,54,214
39555360,07/04/2024,56,4
39555360,07/04/2024,78,208
39555360,07/04/2024,154,2494
39555361,07/04/2024,0,1245
39555361,07/04/2024,1,2803
39555361,07/04/2024,3,0
39555361,07/04/2024,54,14
39555361,07/04/2024,55,1884
39555361,07/04/2024,56,5
39555361,07/04/2024,78,536
39555361,07/04/2024,154,7963
39555370,07/04/2024,-4,0
39555370,07/04/2024,0,4165
39555370,07/04/2024,1,5089
39555370,07/04/2024,2,1518
39555370,07/04/2024,3,9
39555370,07/04/2024,51,1761
39555370,07/04/2024,54,83
39555370,07/04/2024,56,511
39555370,07/04/2024,78,740
39555370,07/04/2024,154,942
39555371,07/04/2024,-4,0
39555371,07/04/2024,0,5194
39555371,07/04/2024,1,3819
39555371,07/04/2024,2,2306
39555371,07/04/2024,3,11
39555371,07/04/2024,51,1779
39555371,07/04/2024,54,115
39555371,07/04/2024,56,68
39555371,07/04/2024,73,188
39555371,07/04/2024,154,1468
39555378,07/04/2024,-4,0
39555378,07/04/2024,0,4250
39555378,07/04/2024,1,4449
39555378,07/04/2024,2,663
39555378,07/04/2024,3,15
39555378,07/04/2024,51,1779
39555378,07/04/2024,54,90
39555378,07/04/2024,78,517
39555378,07/04/2024,154,3186
39556237,07/04/2024,-4,0
39556237,07/04/2024,0,4836
39556237,07/04/2024,1,3627
39556237,07/04/2024,2,582
39556237,07/04/2024,3,51
39556237,07/04/2024,51,1346
39556237,07/04/2024,54,29
39556237,07/04/2024,56,8
39556237,07/04/2024,90,10
39556237,07/04/2024,154,4249
39556242,07/04/2024,-4,0
39556242,07/04/2024,0,3543
39556242,07/04/2024,1,1175
39556242,07/04/2024,2,541
39556242,07/04/2024,3,11
39556242,07/04/2024,51,1742
39556242,07/04/2024,54,86
39556242,07/04/2024,154,7615
39556245,07/04/2024,-4,0
39556245,07/04/2024,0,2243
39556245,07/04/2024,1,1177
39556245,07/04/2024,2,394
39556245,07/04/2024,3,63
39556245,07/04/2024,54,167
39556245,07/04/2024,56,113
39556247,07/04/2024,-4,0
39556247,07/04/2024,0,2217
39556247,07/04/2024,1,2911
39556247,07/04/2024,2,626
39556247,07/04/2024,3,0
39556247,07/04/2024,54,160
39556247,07/04/2024,55,1885
39556247,07/04/2024,154,6607
39556253,07/04/2024,-4,0
39556253,07/04/2024,0,3653
39556253,07/04/2024,1,8556
39556253,07/04/2024,2,744
39556253,07/04/2024,3,21
39556253,07/04/2024,51,1724
39556253,07/04/2024,54,87
39556253,07/04/2024,56,40
39556255,07/04/2024,-4,0
39556255,07/04/2024,0,1557
39556255,07/04/2024,1,1537
39556255,07/04/2024,2,436
39556255,07/04/2024,3,15
39556255,07/04/2024,54,32
39556255,07/04/2024,56,4
39556257,07/04/2024,-4,0
39556257,07/04/2024,0,1303
39556257,07/04/2024,1,2461
39556257,07/04/2024,2,158
39556257,07/04/2024,3,40
39556257,07/04/2024,54,43
39556259,07/04/2024,-4,0
39556259,07/04/2024,0,4851
39556259,07/04/2024,1,4526
39556259,07/04/2024,2,256
39556259,07/04/2024,3,16
39556259,07/04/2024,51,1620
39556259,07/04/2024,54,48
39556259,07/04/2024,56,13
39556259,07/04/2024,151,47
39556259,07/04/2024,154,3584
39556266,07/04/2024,-4,0
39556266,07/04/2024,0,4644
39556266,07/04/2024,1,4662
39556266,07/04/2024,2,381
39556266,07/04/2024,3,35
39556266,07/04/2024,51,1799
39556266,07/04/2024,54,230
39556266,07/04/2024,56,7
39556266,07/04/2024,154,3270
39556268,07/04/2024,-4,0
39556268,07/04/2024,0,2431
39556268,07/04/2024,1,1507
39556268,07/04/2024,2,540
39556268,07/04/2024,3,0
39556268,07/04/2024,54,136
39556268,07/04/2024,55,1745
39556268,07/04/2024,78,402
39556268,07/04/2024,154,7672
39582299,07/04/2024,-4,0
39582299,07/04/2024,0,1889
39582299,07/04/2024,1,1710
39582299,07/04/2024,2,223
39582299,07/04/2024,3,19
39582299,07/04/2024,54,82
39582299,07/04/2024,56,164
39582299,07/04/2024,78,109
39582305,07/04/2024,-4,0
39582305,07/04/2024,0,1908
39582305,07/04/2024,1,1224
39582305,07/04/2024,2,204
39582305,07/04/2024,3,0
39582305,07/04/2024,51,759
39582305,07/04/2024,54,18
39582305,07/04/2024,55,1644
39582305,07/04/2024,154,8662
39582307,07/04/2024,-4,0
39582307,07/04/2024,0,4658
39582307,07/04/2024,1,6865
39582307,07/04/2024,2,812
39582307,07/04/2024,3,43
39582307,07/04/2024,51,1148
39582307,07/04/2024,54,446
39582307,07/04/2024,56,302
39582307,07/04/2024,78,414
39582310,07/04/2024,-4,0
39582310,07/04/2024,0,1382
39582310,07/04/2024,1,2467
39582310,07/04/2024,2,51
39582310,07/04/2024,3,10
39582310,07/04/2024,54,98
39582310,07/04/2024,56,91
39582316,07/04/2024,-4,0
39582316,07/04/2024,0,1797
39582316,07/04/2024,1,2110
39582316,07/04/2024,2,305
39582316,07/04/2024,3,0
39582316,07/04/2024,54,140
39582316,07/04/2024,55,1796
39582316,07/04/2024,154,8295
39582320,07/04/2024,-4,0
39582320,07/04/2024,0,1581
39582320,07/04/2024,1,1281
39582320,07/04/2024,2,568
39582320,07/04/2024,3,0
39582320,07/04/2024,54,92
39582320,07/04/2024,55,1764
39582320,07/04/2024,142,71
39582320,07/04/2024,154,9214
39582321,07/04/2024,-4,0
39582321,07/04/2024,0,1788
39582321,07/04/2024,1,1341
39582321,07/04/2024,2,146
39582321,07/04/2024,3,12
39582321,07/04/2024,54,43
39582321,07/04/2024,56,15
39582410,07/04/2024,-4,0
39582410,07/04/2024,0,1522
39582410,07/04/2024,1,3054
39582410,07/04/2024,2,101
39582410,07/04/2024,3,0
39582410,07/04/2024,54,154
39582410,07/04/2024,55,1516
39582410,07/04/2024,56,11
39582410,07/04/2024,154,8039
39582413,07/04/2024,-4,0
39582413,07/04/2024,0,1643
39582413,07/04/2024,1,2127
39582413,07/04/2024,2,338
39582413,07/04/2024,3,21
39582413,07/04/2024,54,34
39582413,07/04/2024,56,19
39582414,07/04/2024,0,1664
39582414,07/04/2024,1,1550
39582414,07/04/2024,3,20
39582414,07/04/2024,51,832
39582414,07/04/2024,54,4
39582414,07/04/2024,55,1703
39582414,07/04/2024,56,8
39582414,07/04/2024,154,7282
39582416,07/04/2024,-4,0
39582416,07/04/2024,0,1530
39582416,07/04/2024,1,2260
39582416,07/04/2024,2,82
39582416,07/04/2024,3,13
39582416,07/04/2024,54,60
39582417,07/04/2024,-4,0
39582417,07/04/2024,0,696
39582417,07/04/2024,1,3065
39582417,07/04/2024,2,378
39582417,07/04/2024,3,0
39582417,07/04/2024,54,19
39582417,07/04/2024,55,1760
39582417,07/04/2024,56,15
39582417,07/04/2024,154,8485
39582423,07/04/2024,-4,0
39582423,07/04/2024,0,2192
39582423,07/04/2024,1,1297
39582423,07/04/2024,2,407
39582423,07/04/2024,3,62
39582423,07/04/2024,54,92
39582423,07/04/2024,56,27
39582424,07/04/2024,-4,0
39582424,07/04/2024,0,1695
39582424,07/04/2024,1,1211
39582424,07/04/2024,2,165
39582424,07/04/2024,3,0
39582424,07/04/2024,51,1050
39582424,07/04/2024,54,21
39582424,07/04/2024,55,1473
39582424,07/04/2024,56,18
39582424,07/04/2024,78,333
39582424,07/04/2024,154,8464
39582425,07/04/2024,-4,0
39582425,07/04/2024,0,1980
39582425,07/04/2024,1,1385
39582425,07/04/2024,2,396
39582425,07/04/2024,3,12
39582425,07/04/2024,54,32
39582425,07/04/2024,56,22
39582425,07/04/2024,73,320
39582426,07/04/2024,-4,0
39582426,07/04/2024,0,1185
39582426,07/04/2024,1,2858
39582426,07/04/2024,2,63
39582426,07/04/2024,3,0
39582426,07/04/2024,54,46
39582426,07/04/2024,55,1747
39582426,07/04/2024,56,1
39582426,07/04/2024,154,8506
39582429,07/04/2024,-4,0
39582429,07/04/2024,0,1112
39582429,07/04/2024,1,997
39582429,07/04/2024,2,103
39582429,07/04/2024,3,13
39582429,07/04/2024,54,35
39582429,07/04/2024,56,18
39582436,07/04/2024,-4,0
39582436,07/04/2024,0,1953
39582436,07/04/2024,1,1381
39582436,07/04/2024,2,759
39582436,07/04/2024,3,15
39582436,07/04/2024,54,56
39582436,07/04/2024,56,21
39582437,07/04/2024,-4,0
39582437,07/04/2024,0,2285
39582437,07/04/2024,1,1470
39582437,07/04/2024,2,143
39582437,07/04/2024,3,105
39582437,07/04/2024,54,121
39582437,07/04/2024,56,45
39582445,07/04/2024,-4,0
39582445,07/04/2024,0,4028
39582445,07/04/2024,1,4930
39582445,07/04/2024,2,590
39582445,07/04/2024,3,10
39582445,07/04/2024,51,716
39582445,07/04/2024,54,113
39582445,07/04/2024,56,6
39582445,07/04/2024,154,4486
39582547,07/04/2024,-4,0
39582547,07/04/2024,0,1001
39582547,07/04/2024,1,2911
39582547,07/04/2024,2,248
39582547,07/04/2024,3,0
39582547,07/04/2024,54,28
39582547,07/04/2024,55,1704
39582547,07/04/2024,56,52
39582547,07/04/2024,154,8483
39582552,07/04/2024,-4,0
39582552,07/04/2024,0,3884
39582552,07/04/2024,1,6338
39582552,07/04/2024,2,1766
39582552,07/04/2024,3,33
39582552,07/04/2024,51,2020
39582552,07/04/2024,54,294
39582552,07/04/2024,56,14
39582554,07/04/2024,-4,0
39582554,07/04/2024,0,1590
39582554,07/04/2024,1,2968
39582554,07/04/2024,2,349
39582554,07/04/2024,3,0
39582554,07/04/2024,54,119
39582554,07/04/2024,55,1559
39582554,07/04/2024,154,7820
39582555,07/04/2024,-4,0
39582555,07/04/2024,0,4693
39582555,07/04/2024,1,4101
39582555,07/04/2024,2,1245
39582555,07/04/2024,3,32
39582555,07/04/2024,51,985
39582555,07/04/2024,54,75
39582555,07/04/2024,56,6
39582555,07/04/2024,78,585
39582555,07/04/2024,154,3160
39582560,07/04/2024,-4,0
39582560,07/04/2024,0,4235
39582560,07/04/2024,1,7101
39582560,07/04/2024,2,867
39582560,07/04/2024,3,35
39582560,07/04/2024,51,2052
39582560,07/04/2024,54,463
39582560,07/04/2024,56,10
39582560,07/04/2024,78,163
39582561,07/04/2024,-4,0
39582561,07/04/2024,0,2023
39582561,07/04/2024,1,1923
39582561,07/04/2024,2,134
39582561,07/04/2024,3,10
39582561,07/04/2024,54,44
39582562,07/04/2024,0,1584
39582562,07/04/2024,1,2499
39582562,07/04/2024,3,0
39582562,07/04/2024,54,21
39582562,07/04/2024,55,1686
39582562,07/04/2024,154,8646
39582568,07/04/2024,-4,0
39582568,07/04/2024,0,3699
39582568,07/04/2024,1,7090
39582568,07/04/2024,2,1623
39582568,07/04/2024,3,13
39582568,07/04/2024,51,1861
39582568,07/04/2024,54,218
39582568,07/04/2024,56,83
39582571,07/04/2024,-4,0
39582571,07/04/2024,0,2023
39582571,07/04/2024,1,1268
39582571,07/04/2024,2,361
39582571,07/04/2024,3,0
39582571,07/04/2024,51,874
39582571,07/04/2024,54,128
39582571,07/04/2024,55,1756
39582571,07/04/2024,56,136
39582571,07/04/2024,154,8039
39582574,07/04/2024,-4,0
39582574,07/04/2024,0,2709
39582574,07/04/2024,1,1306
39582574,07/04/2024,2,75
39582574,07/04/2024,3,0
39582574,07/04/2024,51,895
39582574,07/04/2024,54,29
39582574,07/04/2024,55,1882
39582574,07/04/2024,56,115
39582574,07/04/2024,154,7435
39582579,07/04/2024,-4,0
39582579,07/04/2024,0,1446
39582579,07/04/2024,1,811
39582579,07/04/2024,2,2041
39582579,07/04/2024,3,0
39582579,07/04/2024,51,873
39582579,07/04/2024,54,165
39582579,07/04/2024,55,1767
39582579,07/04/2024,56,85
39582579,07/04/2024,154,7233
39582587,07/04/2024,-4,0
39582587,07/04/2024,0,916
39582587,07/04/2024,1,1648
39582587,07/04/2024,2,299
39582587,07/04/2024,3,22
39582587,07/04/2024,54,65
39582587,07/04/2024,56,55
39582594,07/04/2024,-4,0
39582594,07/04/2024,0,1569
39582594,07/04/2024,1,2507
39582594,07/04/2024,2,334
39582594,07/04/2024,3,0
39582594,07/04/2024,54,92
39582594,07/04/2024,55,1740
39582594,07/04/2024,56,36
39582594,07/04/2024,154,8127
39582596,07/04/2024,-4,0
39582596,07/04/2024,0,2038
39582596,07/04/2024,1,1852
39582596,07/04/2024,2,352
39582596,07/04/2024,3,38
39582596,07/04/2024,54,19
39582596,07/04/2024,56,28
39582648,07/04/2024,-4,0
39582648,07/04/2024,0,1801
39582648,07/04/2024,1,2084
39582648,07/04/2024,2,198
39582648,07/04/2024,3,21
39582648,07/04/2024,54,37
39582648,07/04/2024,56,13
39582657,07/04/2024,-4,0
39582657,07/04/2024,-1,19
39582657,07/04/2024,0,1947
39582657,07/04/2024,1,2094
39582657,07/04/2024,2,202
39582657,07/04/2024,3,11
39582657,07/04/2024,54,14
39582821,07/04/2024,-4,0
39582821,07/04/2024,0,1638
39582821,07/04/2024,1,1072
39582821,07/04/2024,2,1376
39582821,07/04/2024,3,10
39582821,07/04/2024,54,24
39582821,07/04/2024,56,19
39582822,07/04/2024,-4,0
39582822,07/04/2024,0,2239
39582822,07/04/2024,1,1739
39582822,07/04/2024,2,183
39582822,07/04/2024,3,21
39582822,07/04/2024,54,62
39582822,07/04/2024,56,13
39582823,07/04/2024,-4,0
39582823,07/04/2024,0,5279
39582823,07/04/2024,1,3540
39582823,07/04/2024,2,929
39582823,07/04/2024,3,69
39582823,07/04/2024,51,748
39582823,07/04/2024,54,169
39582823,07/04/2024,56,206
39582823,07/04/2024,154,3632
39582826,07/04/2024,-4,0
39582826,07/04/2024,0,1777
39582826,07/04/2024,1,1972
39582826,07/04/2024,2,305
39582826,07/04/2024,3,15
39582826,07/04/2024,54,41
39582826,07/04/2024,56,19
39582830,07/04/2024,-4,0
39582830,07/04/2024,-1,56
39582830,07/04/2024,0,4345
39582830,07/04/2024,1,4652
39582830,07/04/2024,2,240
39582830,07/04/2024,3,136
39582830,07/04/2024,51,1905
39582830,07/04/2024,54,51
39582830,07/04/2024,56,229
39582830,07/04/2024,154,2954
39582831,07/04/2024,-4,0
39582831,07/04/2024,0,2026
39582831,07/04/2024,1,1897
39582831,07/04/2024,2,119
39582831,07/04/2024,3,34
39582831,07/04/2024,54,97
39582831,07/04/2024,56,15
39582832,07/04/2024,-4,0
39582832,07/04/2024,0,2569
39582832,07/04/2024,1,8467
39582832,07/04/2024,2,782
39582832,07/04/2024,3,0
39582832,07/04/2024,51,422
39582832,07/04/2024,54,159
39582832,07/04/2024,55,1417
39582832,07/04/2024,56,80
39582832,07/04/2024,78,550
39582834,07/04/2024,-4,0
39582834,07/04/2024,0,2330
39582834,07/04/2024,1,9837
39582834,07/04/2024,2,441
39582834,07/04/2024,3,0
39582834,07/04/2024,54,146
39582834,07/04/2024,55,1266
39582834,07/04/2024,56,39
39582834,07/04/2024,78,389
39582836,07/04/2024,-4,0
39582836,07/04/2024,0,1275
39582836,07/04/2024,1,2264
39582836,07/04/2024,2,146
39582836,07/04/2024,3,11
39582836,07/04/2024,54,101
39582836,07/04/2024,56,285
39582838,07/04/2024,-4,0
39582838,07/04/2024,0,4736
39582838,07/04/2024,1,7681
39582838,07/04/2024,2,378
39582838,07/04/2024,3,18
39582838,07/04/2024,51,893
39582838,07/04/2024,54,460
39582838,07/04/2024,56,30
39582842,07/04/2024,-4,0
39582842,07/04/2024,0,5229
39582842,07/04/2024,1,5284
39582842,07/04/2024,2,187
39582842,07/04/2024,3,1064
39582842,07/04/2024,51,1837
39582842,07/04/2024,54,123
39582842,07/04/2024,56,11
39582842,07/04/2024,154,1818
39583077,07/04/2024,-4,0
39583077,07/04/2024,0,1808
39583077,07/04/2024,1,1785
39583077,07/04/2024,2,216
39583077,07/04/2024,3,22
39583077,07/04/2024,54,26
39583077,07/04/2024,56,34
39583078,07/04/2024,-4,0
39583078,07/04/2024,0,5412
39583078,07/04/2024,1,4808
39583078,07/04/2024,2,1064
39583078,07/04/2024,3,54
39583078,07/04/2024,51,1985
39583078,07/04/2024,54,171
39583078,07/04/2024,154,1128
39583079,07/04/2024,-4,0
39583079,07/04/2024,0,5284
39583079,07/04/2024,1,5326
39583079,07/04/2024,2,316
39583079,07/04/2024,3,72
39583079,07/04/2024,51,887
39583079,07/04/2024,54,123
39583079,07/04/2024,154,1739
39583081,07/04/2024,-4,0
39583081,07/04/2024,0,1346
39583081,07/04/2024,1,1914
39583081,07/04/2024,2,122
39583081,07/04/2024,3,16
39583081,07/04/2024,54,135
39583081,07/04/2024,56,91
39583082,07/04/2024,-4,0
39583082,07/04/2024,0,1948
39583082,07/04/2024,1,1461
39583082,07/04/2024,2,600
39583082,07/04/2024,3,152
39583082,07/04/2024,54,58
39583082,07/04/2024,56,78
39583086,07/04/2024,-4,0
39583086,07/04/2024,0,2250
39583086,07/04/2024,1,8772
39583086,07/04/2024,2,162
39583086,07/04/2024,3,0
39583086,07/04/2024,51,1070
39583086,07/04/2024,54,152
39583086,07/04/2024,55,1858
39583086,07/04/2024,56,171
39583090,07/04/2024,-4,0
39583090,07/04/2024,0,1362
39583090,07/04/2024,1,8735
39583090,07/04/2024,2,532
39583090,07/04/2024,3,0
39583090,07/04/2024,51,1097
39583090,07/04/2024,54,133
39583090,07/04/2024,55,2111
39583090,07/04/2024,78,441
39583093,07/04/2024,-4,0
39583093,07/04/2024,0,5254
39583093,07/04/2024,1,4992
39583093,07/04/2024,2,859
39583093,07/04/2024,3,28
39583093,07/04/2024,51,1717
39583093,07/04/2024,54,72
39583093,07/04/2024,56,4
39583093,07/04/2024,154,1826
39583097,07/04/2024,-4,0
39583097,07/04/2024,0,3002
39583097,07/04/2024,1,3990
39583097,07/04/2024,2,655
39583097,07/04/2024,3,26
39583097,07/04/2024,51,924
39583097,07/04/2024,54,58
39583097,07/04/2024,56,16
39583097,07/04/2024,154,5129
39583102,07/04/2024,-4,0
39583102,07/04/2024,0,1574
39583102,07/04/2024,1,1352
39583102,07/04/2024,2,667
39583102,07/04/2024,3,11
39583102,07/04/2024,54,58
39583102,07/04/2024,56,14
39583105,07/04/2024,-4,0
39583105,07/04/2024,0,2012
39583105,07/04/2024,1,7447
39583105,07/04/2024,2,1954
39583105,07/04/2024,3,0
39583105,07/04/2024,54,360
39583105,07/04/2024,55,1806
39583105,07/04/2024,56,385
39583105,07/04/2024,78,440
39583109,07/04/2024,-4,0
39583109,07/04/2024,0,5519
39583109,07/04/2024,1,6220
39583109,07/04/2024,2,1303
39583109,07/04/2024,3,82
39583109,07/04/2024,51,979
39583109,07/04/2024,54,71
39583109,07/04/2024,56,201
39583109,07/04/2024,154,608
39583112,07/04/2024,-4,0
39583112,07/04/2024,0,4869
39583112,07/04/2024,1,6557
39583112,07/04/2024,2,1609
39583112,07/04/2024,3,25
39583112,07/04/2024,51,737
39583112,07/04/2024,54,409
39583112,07/04/2024,56,344
39583114,07/04/2024,-4,0
39583114,07/04/2024,0,4417
39583114,07/04/2024,1,6996
39583114,07/04/2024,2,1016
39583114,07/04/2024,3,0
39583114,07/04/2024,54,358
39583114,07/04/2024,55,1536
39583114,07/04/2024,56,174
39583117,07/04/2024,-4,0
39583117,07/04/2024,0,3181
39583117,07/04/2024,1,6250
39583117,07/04/2024,2,1199
39583117,07/04/2024,3,0
39583117,07/04/2024,51,911
39583117,07/04/2024,54,41
39583117,07/04/2024,55,1965
39583117,07/04/2024,56,1007
39583122,07/04/2024,-4,0
39583122,07/04/2024,0,1586
39583122,07/04/2024,1,2050
39583122,07/04/2024,2,117
39583122,07/04/2024,3,14
39583122,07/04/2024,54,160
39583122,07/04/2024,56,153
39583124,07/04/2024,-4,0
39583124,07/04/2024,0,2676
